🏪 Trade & Economic Exchange Framework initialized!
🚀 INITIALIZING RESOURCES (Optimized)...
✅ RESOURCES INITIALIZED in 270 ms
   Resource ingestion: coal=18834, copper=30078, tin=14335, clay=18632, riverland-cells=18632
[SpawnInit] worldPopTarget=23900115 startYear=-5000
[StartTech] Applied regional presets at startYear=-5000 countries=100
  - south_asia: countries=14 techIds=1,2,3,4,6,20,115
  - east_asia: countries=14 techIds=1,2,3,4,6,20,115
  - west_asia: countries=11 techIds=1,2,3,4,6,10,20,115,119
  - se_asia: countries=6 techIds=1,2,3,5,6,20
  - cn_asia: countries=3 techIds=2,3,4,6
  - nile_ne_africa: countries=2 techIds=1,2,3,6,10,20,115
  - north_africa: countries=1 techIds=1,2,3,4,6,20,115
  - west_africa: countries=2 techIds=1,3,4,6,20
  - east_africa: countries=2 techIds=1,3,4,6,20
  - cs_africa: countries=1 techIds=1,3,4,6
  - se_europe: countries=2 techIds=1,2,3,4,6,20,115,119
  - med_europe: countries=2 techIds=1,2,3,4,5,6,20,115
  - central_europe: countries=2 techIds=1,2,3,4,6,20
  - wnw_europe: countries=2 techIds=1,3,4,6,20
  - north_europe: countries=1 techIds=3,4,6
  - mesoamerica: countries=10 techIds=1,3,6,20
  - andes: countries=7 techIds=1,3,4,6,20
  - e_na: countries=7 techIds=3,4,6
  - w_na: countries=8 techIds=3,4,6
  - caribbean: countries=1 techIds=3,5,6
  - oceania: countries=2 techIds=3,5,6
[SpawnInit] Region summary
  - south_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - east_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - west_asia targetShare=0.11 actualShare=0.11 targetPop=2629013 actualPop=2629013 countriesPlaced=11
  - se_asia targetShare=0.06 actualShare=0.06 targetPop=1434007 actualPop=1434007 countriesPlaced=6
  - cn_asia targetShare=0.033 actualShare=0.033 targetPop=788704 actualPop=788704 countriesPlaced=3
  - nile_ne_africa targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - north_africa targetShare=0.013 actualShare=0.0125522 targetPop=310702 actualPop=300000 countriesPlaced=1
  - west_africa targetShare=0.016 actualShare=0.0168955 targetPop=382402 actualPop=403805 countriesPlaced=2
  - east_africa targetShare=0.017 actualShare=0.017 targetPop=406302 actualPop=406302 countriesPlaced=2
  - cs_africa targetShare=0.01 actualShare=0.00999999 targetPop=239001 actualPop=239001 countriesPlaced=1
  - se_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - med_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - central_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - wnw_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - north_europe targetShare=0.008 actualShare=0.008 targetPop=191201 actualPop=191201 countriesPlaced=1
  - mesoamerica targetShare=0.1 actualShare=0.1 targetPop=2390012 actualPop=2390012 countriesPlaced=10
  - andes targetShare=0.065 actualShare=0.065 targetPop=1553507 actualPop=1553507 countriesPlaced=7
  - e_na targetShare=0.07 actualShare=0.07 targetPop=1673008 actualPop=1673008 countriesPlaced=7
  - w_na targetShare=0.078 actualShare=0.078 targetPop=1864209 actualPop=1864209 countriesPlaced=8
  - caribbean targetShare=0.013 actualShare=0.0125522 targetPop=310701 actualPop=300000 countriesPlaced=1
  - oceania targetShare=0.021 actualShare=0.021 targetPop=501902 actualPop=501902 countriesPlaced=2
worldsim_cli seed=5 config=C:\WS\WorldSimulation10028\data\sim_config.toml hash=4b31472a8460b8ad start=-5000 end=2025 gpu=0
🏛️ Tansurnal Tribe changed from Tribal to Chiefdom
🛣️ Kingdom of Old yucitzan built roads to South calteotan Tribe (62 pixels)
🛣️ North kabarbarara Kingdom built roads to Ofingobar Kingdom (96 pixels)
🛣️ Old zuzukau Kingdom built roads to Barmazuara Kingdom (36 pixels)
🛣️ South ngochiu Kingdom built roads to Old zuzukau Kingdom (165 pixels)
🛣️ Great zuzuchiu Kingdom built roads to Old zuzukau Kingdom (70 pixels)
🛣️ Old kazumaene Tribe built roads to Great chika Kingdom (119 pixels)
🛣️ South ofikau Kingdom built roads to Great chika Kingdom (60 pixels)
🛣️ Tantanu Kingdom built roads to Old makamaene Kingdom (132 pixels)
🛣️ South ngochiu Kingdom built roads to Tantanu Kingdom (108 pixels)
🛣️ North tanofiu Kingdom built roads to North seofiofia Tribe (120 pixels)
🛣️ Ofingobar Kingdom built roads to North lammabaru Kingdom (108 pixels)
🛣️ South ofikau Kingdom built roads to North lamseene Tribe (72 pixels)
🛣️ North tanofiu Kingdom built roads to South chilam Kingdom (96 pixels)
🛣️ North tantantanu Kingdom built roads to Old makamaene Kingdom (132 pixels)
🛣️ Old zuzukau Kingdom built roads to Empire of North barchingo Kingdom (111 pixels)
🛣️ North seofiofia Tribe built roads to Sekaene Kingdom (72 pixels)
🛣️ North tantantanu Kingdom built roads to Ofingobar Kingdom (144 pixels)
🛣️ Great zuzuchiu Kingdom built roads to Tantanu Kingdom (36 pixels)
🛣️ Ofingobar Kingdom built roads to Tantanu Kingdom (96 pixels)
🛣️ Old makamaene Kingdom built roads to Ofingobar Kingdom (180 pixels)
🛣️ North tanofiu Kingdom built roads to Old makamaene Kingdom (84 pixels)
🛣️ South ngochiu Kingdom built roads to Old makamaene Kingdom (24 pixels)
🛣️ Empire of Mamaara Kingdom built roads to Sekaene Kingdom (96 pixels)
🛣️ North kabarbarara Kingdom built roads to North barsekaene Kingdom (96 pixels)
🏛️ New lorquiland Tribe changed from Chiefdom to Kingdom
🛣️ Old zuzukau Kingdom built roads to Tantanu Kingdom (108 pixels)
🛣️ South ofikau Kingdom built roads to New lamsengoa Tribe (12 pixels)
🛣️ Ofingobar Kingdom built roads to North barsekaene Kingdom (72 pixels)
🛣️ Old makamaene Kingdom built roads to Kingdom of South ngomabar (96 pixels)
🛣️ Sekaene Kingdom built roads to Old zuzukau Kingdom (84 pixels)
🛣️ North tanofiu Kingdom built roads to Kingdom of Great kalambara (84 pixels)
🛣️ South ngochiu Kingdom built roads to Ofingobar Kingdom (156 pixels)
🛣️ Old zuzukau Kingdom built roads to Barmazuara Kingdom (36 pixels)
🛣️ North tantantanu Kingdom built roads to Old makamaene Kingdom (132 pixels)
🛣️ North kabarbarara Kingdom built roads to North tantantanu Kingdom (120 pixels)
🛣️ New xocteo built roads to Old itztemmixco Tribe (51 pixels)
🛣️ Ofingobar Kingdom built roads to Tantan Kingdom (109 pixels)
🛣️ Sekaene Kingdom built roads to South ngochiu Kingdom (108 pixels)
🛣️ North kabarbarara Kingdom built roads to Tantan Kingdom (58 pixels)
🛣️ North tantantanu Kingdom built roads to Ofingobar Kingdom (144 pixels)
🛣️ Old zuzukau Kingdom built roads to Great zuzuchiu Kingdom (72 pixels)
🛣️ South ngoofilamara Kingdom built roads to Kingdom of New tanofikau (204 pixels)
🛣️ Empire of New romlinromia built roads to Great viadusromia Tribe (52 pixels)
🛣️ North tanofiu Kingdom built roads to South zumaseara Kingdom (132 pixels)
🛣️ North kabarbarara Kingdom built roads to South ngoofilamara Kingdom (91 pixels)
🛣️ South ngoofilamara Kingdom built roads to North tantantanu Kingdom (72 pixels)
🛣️ North tantantanu Kingdom built roads to Kingdom of New tanofikau (132 pixels)
🏛️ North sumtupsummarca Tribe changed from Chiefdom to Kingdom
🛣️ New tantanchi Kingdom built roads to Great sebarngoene Tribe (120 pixels)
🛣️ Old zuzukau Kingdom built roads to South ngochiu Kingdom (168 pixels)
🛣️ North seofiofia Tribe built roads to North kamaara Kingdom (96 pixels)
🏛️ Empire of Mamaara Kingdom changed from Kingdom to Empire
🛣️ North tanofiu Kingdom built roads to North kamaara Kingdom (96 pixels)
🛣️ Old kangou Kingdom built roads to Old zuzukau Kingdom (60 pixels)
🛣️ Old zuzukau Kingdom built roads to Empire of North barchingo Kingdom (111 pixels)
🛣️ Great zuzuchiu Kingdom built roads to Old kangou Kingdom (60 pixels)
🛣️ New tantanchi Kingdom built roads to Old tanmaene Kingdom (84 pixels)
🛣️ Barmazuara Kingdom built roads to Old kangou Kingdom (48 pixels)
🛣️ Sekaene Kingdom built roads to Old kangou Kingdom (72 pixels)
🛣️ South ngochiu Kingdom built roads to Old kangou Kingdom (108 pixels)
🛣️ Old kangou Kingdom built roads to Empire of Chingotanara Kingdom (72 pixels)
🛣️ Old zuzukau Kingdom built roads to Barmazuara Kingdom (36 pixels)
🛣️ Kingdom of Old xocteoco built roads to Kingdom of Old teonahcaltan (28 pixels)
🛣️ New tantanchi Kingdom built roads to New lamtan Kingdom (36 pixels)
🛣️ Old zuzukau Kingdom built roads to Sekaene Kingdom (84 pixels)
🛣️ Old zuzukau Kingdom built roads to New barofitanu Kingdom (95 pixels)
🛣️ Kingdom of Old xocteoco built roads to Great nahnahyucan Kingdom (58 pixels)
🛣️ Barmazuara Kingdom built roads to New barofitanu Kingdom (106 pixels)
🛣️ New barofitanu Kingdom built roads to Kingdom of New eshkalum (90 pixels)
🛣️ Old kangou Kingdom built roads to South lambaru Kingdom (36 pixels)
🛣️ Kabarbar Kingdom built roads to Empire of Kango (108 pixels)
🛣️ Empire of Mamaara Kingdom built roads to New barofitanu Kingdom (195 pixels)
🛣️ Old barka built roads to South zumaseara Kingdom (108 pixels)
🛣️ New lamtan Kingdom built roads to North kachiseu (120 pixels)
🛣️ New zuzutanu Kingdom built roads to Kabarbar Kingdom (48 pixels)
🛣️ New barofitanu Kingdom built roads to Kingdom of North eshkalad (91 pixels)
🏛️ North tantantanu Kingdom changed from Kingdom to Empire
🛣️ Sekaene Kingdom built roads to South lambaru Kingdom (36 pixels)
🛣️ New barofitanu Kingdom built roads to Old belkalbelad Kingdom (69 pixels)
🛣️ Kingdom of Old xocteoco built roads to North temteocalco Kingdom (116 pixels)
🛣️ Barmazuara Kingdom built roads to New zuzutanu Kingdom (60 pixels)
🛣️ Kabarbar Kingdom built roads to Barmazuara Kingdom (60 pixels)
🛣️ New barofitanu Kingdom built roads to South arbareshar Kingdom (33 pixels)
🛣️ New lamtan Kingdom built roads to South chilam Kingdom (84 pixels)
🛣️ Kabarbar Kingdom built roads to North sezuene Kingdom (130 pixels)
🛣️ Empire of Mamaara Kingdom built roads to South arbareshar Kingdom (167 pixels)
🛣️ Barmazuara Kingdom built roads to Great zuzuchiu Kingdom (60 pixels)
🏛️ Tupsumna Kingdom changed from Kingdom to Empire
🛣️ North kamaara Kingdom built roads to South chilam Kingdom (72 pixels)
🛣️ Old zuzukau Kingdom built roads to Barmazuara Kingdom (10 pixels)
🛣️ Ofikaene Tribe built roads to Old zuzukau Kingdom (24 pixels)
🛣️ Barmazuara Kingdom built roads to Old kangou Kingdom (60 pixels)
🛣️ New lamtan Kingdom built roads to South zumaseara Kingdom (72 pixels)
🛣️ New barofitanu Kingdom built roads to Old ururar Kingdom (80 pixels)
🛣️ North kamaara Kingdom built roads to New lamtan Kingdom (36 pixels)
🛣️ New lamtan Kingdom built roads to Lamchia Tribe (98 pixels)
🛣️ Old kangou Kingdom built roads to Ofikaene Tribe (46 pixels)
🛣️ South lambaru Kingdom built roads to Old zuzukau Kingdom (38 pixels)
🛣️ New tertersolstan Tribe built roads to New tanvarmita Kingdom (141 pixels)
🛣️ Empire of North kabaru built roads to New barofitanu Kingdom (95 pixels)
🛣️ Ofikaene Tribe built roads to Empire of North kabaru (14 pixels)
🛣️ Old zuzukau Kingdom built roads to Sekaene Kingdom (74 pixels)
🛣️ Kabarbar Kingdom built roads to Empire of New barngoofi (72 pixels)
🛣️ South lambaru Kingdom built roads to Ofikaene Tribe (38 pixels)
🛣️ North kamaara Kingdom built roads to Kingdom of Old zuchilamene (132 pixels)
🛣️ Old zuzukau Kingdom built roads to New barofitanu Kingdom (85 pixels)
🛣️ Kabarbar Kingdom built roads to Empire of North kabaru (60 pixels)
🛣️ North kamaara Kingdom built roads to South zumaseara Kingdom (36 pixels)
🛣️ Kingdom of North kanradesh Kingdom built roads to Kingdom of Great surnalpur (60 pixels)
🛣️ Empire of Mamaara Kingdom built roads to New ofika Kingdom (101 pixels)
🛣️ Kingdom of North kanradesh Kingdom built roads to Kingdom of North shakansurpur (96 pixels)
🛣️ New ofika Kingdom built roads to Old belkalbelad Kingdom (117 pixels)
🛣️ New barofitanu Kingdom built roads to Kingdom of North arashan (108 pixels)
🛣️ Old romnaland Kingdom built roads to Great viasollinia Tribe (53 pixels)
🛣️ Great viasollinia Tribe built roads to Kingdom of North garbel (27 pixels)
🛣️ Kingdom of North kanradesh Kingdom built roads to Kingdom of New vidratanpur (48 pixels)
🛣️ Empire of New romlinromia Kingdom built roads to Great viadusromia Tribe (52 pixels)
🛣️ Empire of Zulama built roads to Great setanara Kingdom (36 pixels)
🛣️ Quibel Kingdom built roads to Empire of New romlinromia Kingdom (28 pixels)
🛣️ New ofika Kingdom built roads to New barofitanu Kingdom (67 pixels)
🛣️ Kingdom of South shasurtandesh Kingdom built roads to Kingdom of South drashavar (96 pixels)
🛣️ New barofitanu Kingdom built roads to Empire of New kaofichiene Kingdom (197 pixels)
🛣️ Kingdom of South shasurtandesh Kingdom built roads to South naltanshanagar Kingdom (84 pixels)
🛣️ North temteocalco Kingdom built roads to Kingdom of South calnahan (48 pixels)
🛣️ New ofika Kingdom built roads to South arbareshar Kingdom (36 pixels)
🛣️ New barofitanu Kingdom built roads to Kingdom of Old ashtam (84 pixels)
🛣️ North temteocalco Kingdom built roads to New tupintiqoriyu Kingdom (72 pixels)
🛣️ North temteocalco Kingdom built roads to Old mixitzpan Tribe (41 pixels)
🛣️ Kingdom of South shasurtandesh Kingdom built roads to Kingdom of New shanala (60 pixels)
🛣️ New barofitanu Kingdom built roads to Old zuzukau Kingdom (85 pixels)
🛣️ North temteocalco Kingdom built roads to Old intipachyu Kingdom (102 pixels)
🛣️ Kingdom of South shasurtandesh Kingdom built roads to Kingdom of Old shavinagar (48 pixels)
🛣️ Kingdom of South shasurtandesh Kingdom built roads to South kanrakan Kingdom (192 pixels)
🛣️ South kabarmaa Tribe built roads to North kachiseu (103 pixels)
🛣️ New barofitanu Kingdom built roads to Empire of North kabaru (95 pixels)
🛣️ New barofitanu Kingdom built roads to South arbareshar Kingdom (33 pixels)
🛣️ South kabarmaa Tribe built roads to North seofiofia Tribe (24 pixels)
🛣️ Old mixitzpan Tribe built roads to Kingdom of Great intillaqna (188 pixels)
🛣️ New barofitanu Kingdom built roads to Great samsamad Kingdom (54 pixels)
🛣️ Old mixitzpan Tribe built roads to Kingdom of South calnahan (66 pixels)
🛣️ North kachiseu built roads to Kingdom of North sebarofi Kingdom (129 pixels)
🛣️ Kingdom of North sebarofi Kingdom built roads to Kingdom of Old ashtam (216 pixels)
🛣️ North kachiseu built roads to Old maofichiara Tribe (60 pixels)
🛣️ Kingdom of Old xocteoco built roads to Old intipachyu Kingdom (58 pixels)
🛣️ Kingdom of South tamkal built roads to Kingdom of Kalsamad (24 pixels)
🛣️ Kingdom of South tamkal built roads to Kingdom of South eshesharad (54 pixels)
🛣️ Kingdom of North kamau Kingdom built roads to Kabarbar Kingdom (83 pixels)
🛣️ Kingdom of South tamkal built roads to Kingdom of New arbeltamad (99 pixels)
🛣️ Old ninurbaran Tribe built roads to South belashur Tribe (33 pixels)
🛣️ Kingdom of South eshesharad built roads to Kingdom of Kalsamad (48 pixels)
🛣️ Old ninurbaran Tribe built roads to Kingdom of South eshesharad (74 pixels)
🛣️ Kingdom of South tamkal built roads to Great ninbarar Kingdom (36 pixels)
🛣️ Kingdom of South eshesharad built roads to South belashur Tribe (50 pixels)
🛣️ Kingdom of South tamkal built roads to Kingdom of Urbeltamad (35 pixels)
🛣️ Old ninurbaran Tribe built roads to Kingdom of Samururad (34 pixels)
🛣️ Old ninurbaran Tribe built roads to Great ninbarar Kingdom (58 pixels)
🛣️ Kingdom of South eshesharad built roads to South samkalad Tribe (34 pixels)
🛣️ Kingdom of New mitdratana built roads to Kingdom of North shavarmita (54 pixels)
🛣️ Kingdom of New chitolteopan built roads to Kingdom of North xoctolchipan (46 pixels)
🛣️ Kingdom of South eshesharad built roads to Kingdom of Samururad (89 pixels)
🛣️ Kingdom of North kamau Kingdom built roads to Empire of Great tanlam (181 pixels)
🛣️ Kingdom of Old surkandra built roads to New vimitvardesh Kingdom (26 pixels)
🛣️ Kingdom of South eshesharad built roads to Kingdom of New samuran (46 pixels)
🛣️ Great ninbarar Kingdom built roads to Kingdom of North belsamum (36 pixels)
🛣️ Kingdom of South eshesharad built roads to Great ninbarar Kingdom (36 pixels)
🛣️ Kingdom of Samashad built roads to Kingdom of North belsamum (36 pixels)
🛣️ Kingdom of South xocchichico Kingdom built roads to Kingdom of Old tuptupa (126 pixels)
🛣️ Great ninbarar Kingdom built roads to South belashur Tribe (52 pixels)
🛣️ Kingdom of South eshesharad built roads to Kingdom of Urbeltamad (60 pixels)
🛣️ Kingdom of Samashad built roads to South samkalad Tribe (52 pixels)
🛣️ Kingdom of South xocchichico Kingdom built roads to Kingdom of Great sumllaqa (54 pixels)
🛣️ Kingdom of South xocchichico Kingdom built roads to Kingdom of South kusqorina (54 pixels)
Wrote C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v9\seed_5\run_summary.json, C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v9\seed_5\timeseries.csv, C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v9\seed_5\run_meta.json, C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v9\seed_5\violations.json
COMMAND:
/mnt/c/WS/WorldSimulation10028/out/cmake/release/bin/worldsim_cli.exe --seed 5 --config C:\WS\WorldSimulation10028\data\sim_config.toml --startYear -5000 --endYear 2025 --checkpointEveryYears 50 --outDir C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v9\seed_5 --techUnlockLog C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v9\seed_5\tech_unlocks.csv --techUnlockLogIncludeInitial 1 --useGPU 0

